"","LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MSSubClass1 story 1946+","MSSubClass1 story 1945-","MSSubClass1,5 story unf","MSSubClass1,5 story fin","MSSubClass2 story 1946+","MSSubClass2 story 1945-","MSSubClass2,5 story all ages","MSSubClasssplit/multi level","MSSubClasssplit foyer","MSSubClassduplex all style/age","MSSubClass1 story PUD 1946+","MSSubClass2 story PUD 1946+","MSSubClassPUD multilevel","MSSubClass2 family conversion","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","Street","AlleyNone","AlleyPave","LotShape","LandContourHLS","LandContourLow","LandContourLvl","LotConfigCulDSac","LotConfigFR2","LotConfigInside","LandSlope","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition2Norm","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofMatlCompShg","RoofMatlTar&Grv","Exterior1stBrkFace","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWd Sdng","Exterior1stWdShing","Exterior2ndBrkFace","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndMetalSd","Exterior2ndPlywood","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWd Sdng","Exterior2ndWd Shng","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","ExterQual","ExterCond","FoundationCBlock","FoundationPConc","FoundationSlab","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingGasA","HeatingGasW","HeatingQC","CentralAir","ElectricalFuseF","ElectricalSBrkr","KitchenQual","Functional","FireplaceQu","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeDetchd","GarageTypeNone","GarageFinish","GarageQual","GarageCond","PavedDrive","PoolQC","FenceGdWo","FenceMnPrv","FenceMnWw","FenceNone","MiscFeatureNone","MiscFeatureShed","MoSold2","MoSold3","MoSold4","MoSold5","MoSold6","MoSold7","MoSold8","MoSold9","MoSold10","MoSold11","MoSold12","YrSold2007","YrSold2008","YrSold2009","YrSold2010","SaleTypeNew","SaleTypeWD","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","TotBathrooms","Remod","SalePrice"
"923",4.18965474202643,9.23386156701753,2005,2006,0,3.36729582998647,0,7.16162200293919,7.18311170174328,0,0,7.18311170174328,0,0,2,0,3,0.693147180559945,6,1,2,4.61512051684126,0,0,3.17805383034795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,3,1,6,1,1,0,5,1,0,1,4,7,4,1,0,0,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,12.0434948907728
"924",3.93182563272433,8.98882050177807,1993,1994,0,5.11198778835654,6.73578001424233,6.39526159811545,7.38894609761844,0,0,7.38894609761844,1,0,2,0,2,0.693147180559945,5,1,2,0,4.24849524204936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,3,0,1,0,4,3,1,2,6,1,0,5,1,0,1,4,7,2,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1,12.170445467887
"925",4.38202663467388,9.23415455007544,1980,1980,5.06259503302697,6.4393503711001,6.96790920180188,0,7.43070708254597,0,0,7.43070708254597,1,0,2,0,3,0.693147180559945,7,1,2,5.95324333428778,4.88280192258637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,4,1,0,0,4,3,1,4,2,1,0,3,1,0,1,3,7,3,1,0,0,0,0,1,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,12.2428866186529
"927",4.54329478227,9.39266192877014,2003,2004,5.83188247728352,0,0,7.07496319796604,7.11882624906208,1140,0,7.77275271646874,0,0,2,1,4,0.693147180559945,10,1,3,4.65396035015752,4.61512051684126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,0,4,3,1,1,1,1,0,5,1,0,1,5,7,4,0,0,1,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2.5,1,12.5602444592508
"928",4.33073334028633,9.20039104112251,1968,1968,5.83773044716594,6.31535800152233,0,5.63835466933375,7.00215595440362,880,0,7.59034694560257,0,0,2,1,4,0.693147180559945,9,1,2,0,3.78418963391826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,0,0,3,3,1,4,1,1,0,4,1,0,1,3,7,4,1,0,0,0,0,2,3,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2.5,0,12.0782392740203
"929",4.44265125649032,9.37915444541164,2001,2001,0,0,0,7.46965417293213,7.48941208350872,0,0,7.48941208350872,0,0,2,0,3,0.693147180559945,7,1,2,5.31320597904179,5.02388052084628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,3,3,1,1,1,0,5,1,0,1,5,7,3,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,12.3737034869141
"930",4.59511985013459,9.47324295306374,1997,1997,5.65599181081985,0,0,6.87212810133899,6.90173720665657,1243,0,7.71289096149013,0,0,2,1,4,0.693147180559945,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,0,1,0,4,3,1,1,1,1,0,4,1,0,1,4,7,3,0,0,1,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.5,0,12.3104326608544
"931",4.30406509320417,9.09672364518921,2007,2007,0,2.83321334405622,0,7.28000825288419,7.29097477814298,0,0,7.29097477814298,0,0,2,0,3,0.693147180559945,7,0,3,4.61512051684126,2.94443897916644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,3,3,6,1,1,0,5,1,0,1,4,7,0,1,0,0,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,12.2110601870412
"933",4.44265125649032,9.36486241141235,2006,2006,5.71373280550937,0,0,7.55276208421415,7.55276208421415,0,0,7.55276208421415,0,0,2,0,3,0.693147180559945,8,1,3,0,5.25749537202778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,1,0,5,4,1,1,1,1,0,5,1,0,1,5,7,4,1,0,0,0,0,3,3,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,12.6760762747759
"934",4.15888308335967,9.04640868029382,2004,2004,5.35185813347607,3.04452243772342,0,7.3004728142678,7.31388683163346,0,0,7.31388683163346,0,0,2,0,3,0.693147180559945,6,0,2,5.26269018890489,3.61091791264422,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,0,4,3,3,6,1,1,0,5,1,0,1,4,7,0,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,12.1547793511426
"935",5.74939298590825,10.2274171726618,1960,2007,0,6.05443934626937,0,5.08140436498446,7.63530388625941,0,0,7.63530388625941,1,0,2,0,4,0.693147180559945,9,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,0,0,4,3,4,6,1,1,0,5,1,0,1,4,7,4,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,1,12.3966930051388
"936",3.97029191355212,8.67008593751938,1926,1953,4.69134788222914,0,0,6.39859493453521,6.61740297797448,0,0,6.61740297797448,0,0,1,0,1,0.693147180559945,5,0,2,0,0,3.49650756146648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,4,0,1,0,2,3,2,1,1,1,0,4,1,0,1,3,7,0,0,0,0,1,0,1,3,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,11.2885311317544
"937",4.21950770517611,9.21870528830781,2003,2003,0,6.72623340235875,0,5.8406416573734,7.09090982207998,0,0,7.09090982207998,1,0,2,0,2,0.693147180559945,5,0,2,0,3.73766961828337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,3,1,6,1,1,0,5,1,0,1,4,7,0,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,12.1275704173752
"938",4.33073334028633,9.17740387172992,2005,2005,0,5.8348107370626,0,6.65027904858742,7.01571242048723,858,0,7.58680353516258,0,0,2,1,3,0.693147180559945,8,1,2,0,3.89182029811063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,3,2,6,1,1,0,5,1,0,1,4,7,4,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2.5,0,12.4411447677097
"939",4.30406509320417,9.07806533266636,2006,2006,0,6.14203740558736,0,6.8330317327862,7.23849684089437,571,0,7.58222919427646,0,0,2,1,3,0.693147180559945,7,0,3,0,4.51085950651685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,3,0,1,0,4,4,2,6,1,1,0,5,1,0,1,4,7,0,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.5,0,12.3875563514251
"940",4.44265125649032,10.0895936057478,1940,1950,0,0,0,6.94022246911964,7.09672137849476,1196,0,7.7848892956551,0,0,2,0,4,0.693147180559945,10,2,1,4.04305126783455,0,5.76519110278484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,0,3,3,2,1,1,1,0,5,1,0,1,3,7,3,1,0,0,0,0,1,3,3,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,12.4065615062796
"941",4.02535169073515,9.44470077849556,1976,1976,0,6.84268328223842,5.98393628068719,5.98393628068719,7.45529848568329,0,0,7.45529848568329,0,0,2,0,4,1.09861228866811,8,0,2,3.71357206670431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,0,0,3,3,4,3,2,1,0,3,1,0,1,3,7,0,1,0,0,0,0,1,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,11.9243726447559
"943",3.76120011569356,8.95053283629038,1977,1977,0,7.27309259599952,0,0,7.27309259599952,0,0,7.27309259599952,2,0,2,0,4,1.09861228866811,8,0,0,5.77455154554441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,0,1,0,4,3,4,6,1,1,0,3,1,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,11.9183905730784
"944",4.61512051684126,10.1266711030504,1967,1967,0,0,0,7.39817409297047,7.39817409297047,0,0,7.39817409297047,0,0,2,0,4,1.09861228866811,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,0,0,3,3,3,1,1,1,0,3,1,0,1,3,7,0,1,0,0,0,0,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,11.870599909242
"945",4.14313472639153,9.5733154284634,1958,1958,6.29526600143965,4.71849887129509,5.87211778947542,5.87211778947542,7.20414929203594,0,0,7.20414929203594,0,0.693147180559945,1,0,3,0.693147180559945,7,1,2,0,4.77912349311153,0,0,5.4553211153577,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,0,0,3,3,1,6,3,1,0,4,1,0,0,4,7,4,0,1,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5,0,11.8313791960888
"946",4.59511985013459,9.08489052125877,1890,1996,0,6.99301512293296,0,0,7.08086789669078,561,4.79579054559674,7.53369370984863,0,0,1,0,2,0.693147180559945,7,0,2,3.89182029811063,0,5.50125821054473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0,0,3,3,1,2,1,1,0,3,1,0,1,3,7,0,0,0,0,1,0,1,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,11.7352686961137
"948",4.45434729625351,9.58445240242632,2002,2003,5.46806014113513,7.1708884785125,0,5.75890177387728,7.39633529380081,0,0,7.39633529380081,1,0,2,0,3,0.693147180559945,9,1,3,0,5.53338948872752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,0,4,3,3,6,1,1,0,5,1,0,1,4,7,4,1,0,0,0,0,3,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3,1,12.5061772379805
"949",4.18965474202643,9.54731248363905,2002,2002,4.97673374242057,0,0,6.84268328223842,6.84268328223842,840,0,7.48268182815465,0,0,2,1,3,0.693147180559945,7,1,2,4.97673374242057,4.57471097850338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,0,4,3,1,1,1,1,0,5,1,0,1,4,7,3,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.5,0,12.16785143271
"950",4.36944785246702,9.14430740137174,1972,2006,0,6.89060912014717,0,5.19295685089021,7.23128700432762,0,0,7.23128700432762,1,0,1,1,3,0.693147180559945,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,1,0,0,3,3,1,5,1,1,0,3,1,0,1,4,7,3,1,0,0,0,0,2,3,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.5,1,12.1934938633233
"952",4.11087386417331,8.96200720958831,1965,1965,0,6.46458830368996,0,5.23644196282995,6.87316383421252,0,0,6.87316383421252,1,0,1,0,3,0.693147180559945,6,0,1,6.04500531403601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,3,1,0,0,3,3,1,4,1,1,0,4,1,0,1,3,7,0,0,0,0,1,0,1,3,3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,11.6944133410156
"953",4.11087386417331,8.88197518424887,1972,2003,0,6.49375383985169,0,4.69134788222914,6.64509096950564,0,0,6.64509096950564,0,0.693147180559945,1,0,2,0.693147180559945,5,0,1,5.26269018890489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,4,1,0,0,4,3,3,6,1,1,0,4,1,0,1,3,7,0,0,0,0,1,0,3,3,3,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.5,1,11.8048485316793
"954",4.44265125649032,9.31253588429085,1969,1969,5.4510384535657,6.33327962813969,5.26785815906333,3.40119738166216,7.06390396147207,800,0,7.58528107863913,0,0.693147180559945,2,1,4,0.693147180559945,7,1,2,5.72358510195238,5.24702407216049,0,0,0,0,5.99396142730657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,0,0,3,3,3,5,2,1,0,5,1,0,1,3,5,1,1,0,0,0,0,2,3,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,12.0552497557956
"955",3.58351893845611,9.14857134557855,1975,1975,5.52545293913178,6.85224256905188,0,0,6.88857245956536,0,0,6.88857245956536,0,1.09861228866811,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,3,1,0,0,4,4,4,6,1,1,0,3,1,0,1,3,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,11.7558716435806
