"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"814","1 story 1946+","RL",75,9750,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,3,3,"CBlock",3,3,1,3,608,1,0,834,"GasA",4,1,"SBrkr",1442,0,0,1442,0,0,1,1,4,1,3,7,7,0,0,"Attchd",2,1,3,3,2,0,0,275,0,0,0,0,"None","Shed",500,"4","2007","COD","Normal",11.9697172002437,1.5,0,-1956
"815","1,5 story fin","RL",45,8248,1,"Grvl",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg","Stucco","Stucco","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,686,"GasW",4,1,"SBrkr",686,564,0,1250,0,1,1,1,3,1,2,7,7,0,0,"Detchd",1,1,3,3,1,207,0,96,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.6613454700885,2,1,-1949
"816","1 story 1946+","RL",48,12137,1,"None",1,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,3,3,"PConc",4,3,1,1,0,1,0,1649,"GasA",5,1,"SBrkr",1661,0,0,1661,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,0,34,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",12.3234111379474,2,0,-1993
"818","1 story 1946+","RL",62,13265,1,"None",2,"Lvl","CulDSac",2,"Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,4,3,"PConc",4,3,1,6,1218,1,0,350,"GasA",5,1,"SBrkr",1689,0,0,1689,1,0,2,0,3,1,4,7,7,2,4,"Attchd",2,3,3,3,2,150,59,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.5098740998618,3,0,-1999
"819","split/multi level","RL",80,8816,1,"None",3,"Lvl","Inside",2,"ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,3,3,"CBlock",3,3,3,6,504,1,0,506,"GasA",4,1,"SBrkr",1052,0,0,1052,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"6","2010","WD","Normal",11.9511803959014,2,0,-1966
"820","1 story PUD 1946+","RL",44,6371,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,4,3,"PConc",4,3,2,6,733,1,0,625,"GasA",5,1,"SBrkr",1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,4,"Attchd",2,2,3,3,2,192,35,0,0,0,0,0,"None","None",0,"6","2010","New","Partial",12.3194013308372,3,1,-2005
"821","2 story 1946+","RL",72,7226,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,798,"GasA",5,1,"SBrkr",798,842,0,1640,0,0,2,1,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,0,45,0,0,0,0,0,"None","None",0,"6","2008","WD","Normal",12.1172414318236,2.5,0,-2000
"822","1 story 1946+","RM",60,6000,1,"Pave",3,"Bnk","Inside",1,"OldTown","Norm","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,1,1,0,1,0,936,"GasA",3,0,"SBrkr",936,0,0,936,0,0,1,0,2,1,3,4,5,0,0,"Detchd",1,2,3,3,2,0,32,112,0,0,0,0,"None","None",0,"2","2009","WD","Normal",11.4403547721354,1,0,-1949
"825","1 story 1946+","FV",81,11216,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,4,1,1,0,1,0,1489,"GasA",5,1,"SBrkr",1489,0,0,1489,0,0,2,0,3,1,4,7,7,1,4,"Attchd",2,2,3,3,2,0,140,0,0,0,0,0,"None","None",0,"6","2006","New","Partial",12.3570755190667,2,0,-2005
"827","1,5 story unf","RM",50,6130,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,1,5,784,1,0,0,"GasA",4,1,"SBrkr",784,0,0,784,1,0,1,0,2,1,4,5,7,0,0,"None",0,0,0,0,2,0,0,116,0,0,0,0,"None","None",0,"5","2008","WD","Normal",11.6036798282387,2,1,-1947
"828","1 story 1946+","RL",65,8529,1,"None",2,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,20,1,0,1434,"GasA",5,1,"SBrkr",1434,0,0,1434,0,0,2,0,3,1,4,6,7,1,3,"Attchd",2,2,3,3,2,290,39,0,0,0,0,0,"None","None",0,"4","2009","WD","Normal",12.1495022940418,2,0,-1997
"829","2 story 1946+","RL",62,28698,1,"None",1,"Low","CulDSac",0,"ClearCr","Norm","Norm","1Fam","2Story",5,5,1967,1967,"Flat","Tar&Grv","Plywood","Plywood","None",0,3,3,"PConc",3,4,4,2,249,5,764,0,"GasA",3,1,"SBrkr",1160,966,0,2126,0,1,2,1,3,1,3,7,5,0,0,"Attchd",3,2,3,3,2,486,0,0,0,225,0,0,"None","None",0,"6","2009","WD","Abnorml",12.1281111040605,3,0,-1963
"831","1 story 1946+","RL",80,11900,1,"None",2,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1957,1957,"Gable","CompShg","HdBoard","HdBoard","BrkFace",387,3,3,"CBlock",3,3,1,3,1040,1,0,352,"GasA",3,1,"FuseA",1392,0,0,1392,1,0,1,1,3,1,3,6,7,2,4,"Attchd",2,2,3,3,2,0,0,0,0,192,0,0,"None","None",0,"6","2008","WD","Normal",12.0197430673387,2.5,0,-1954
"832","2 story PUD 1946+","FV",30,3180,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,600,"GasA",5,1,"SBrkr",520,600,80,1200,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2,2,3,3,2,0,166,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",11.9250351157971,2.5,0,-2004
"833","2 story 1946+","RL",44,9548,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","2Story",7,6,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",223,4,3,"PConc",4,3,1,6,483,1,0,458,"GasA",5,1,"SBrkr",941,888,0,1829,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2,2,3,3,2,192,39,0,0,0,0,0,"None","None",0,"1","2010","WD","Normal",12.3758154201173,3.5,0,-1998
"834","1 story 1946+","RL",100,10004,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",180,3,3,"CBlock",3,3,1,3,196,4,345,975,"GasA",3,1,"SBrkr",1516,0,0,1516,0,0,1,1,3,1,3,6,7,0,0,"Attchd",2,2,3,3,2,0,0,0,0,152,0,0,"None","None",0,"2","2009","WD","Normal",12.0257490913989,1.5,0,-1960
"835","1 story 1946+","RL",75,7875,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,3,3,"CBlock",3,3,1,3,572,1,0,572,"GasA",4,1,"SBrkr",1144,0,0,1144,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"9","2008","WD","Normal",11.8490404949436,2,0,-1958
"838","2 story PUD 1946+","RM",21,1680,1,"None",3,"Lvl","Inside",2,"BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,3,3,"CBlock",3,3,1,4,330,1,0,153,"GasA",3,1,"SBrkr",483,504,0,987,1,0,1,1,2,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"11","2008","WD","Normal",11.5129254649702,2.5,0,-1970
"839","1 story 1946+","RL",75,9525,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,1099,"GasA",5,1,"SBrkr",1099,0,0,1099,0,0,1,1,3,1,4,6,7,0,0,"Attchd",1,1,3,3,2,278,0,0,0,0,0,0,"None","None",0,"6","2008","WD","Normal",11.8775685785581,1.5,1,-2003
"840","1,5 story fin","RL",70,11767,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,6,1946,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,4,352,1,0,416,"GasA",5,1,"SBrkr",768,432,0,1200,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",11.7791285057449,1,1,-1992
"841","2 story 1945-","RH",84,12155,1,"None",2,"Lvl","Inside",2,"SWISU","Norm","Norm","1Fam","2Story",6,8,1925,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,4,156,1,0,516,"GasA",3,0,"SBrkr",810,672,0,1482,0,0,2,0,4,1,2,7,7,0,0,"Detchd",1,1,3,3,1,0,0,254,0,0,0,0,"None","None",0,"3","2008","WD","Normal",11.8493977015914,2,1,-1947
"842","2 story 1945-","RM",60,10440,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,1,1,0,1,0,650,"GasA",4,1,"SBrkr",958,581,0,1539,0,0,2,0,3,1,4,8,7,1,1,"Detchd",1,2,4,3,1,70,78,68,0,0,0,0,"None","None",0,"6","2008","WD","Normal",11.9671807372478,2,1,-1999
"843","split/multi level","RL",82,9020,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SLvl",6,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",183,3,3,"CBlock",3,3,4,3,312,5,539,276,"GasA",3,1,"SBrkr",1165,0,0,1165,1,0,1,1,3,1,3,6,7,0,0,"Attchd",2,2,4,4,2,0,129,0,0,0,0,0,"GdPrv","None",0,"5","2008","WD","Normal",12.0719696610067,2.5,0,-1963
"844","duplex all style/age","RL",80,8000,1,"None",3,"Lvl","Corner",2,"NAmes","Artery","Norm","Duplex","1Story",5,4,1961,1961,"Gable","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",3,3,1,1,0,1,0,1800,"GasA",5,0,"SBrkr",1800,0,0,1800,0,0,2,0,6,2,3,10,7,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",11.8565151693603,2,0,-1959
"847","2 story 1946+","RL",75,9317,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",137,4,3,"PConc",4,3,1,5,513,1,0,227,"GasA",5,1,"SBrkr",1006,769,0,1775,1,0,2,1,3,1,4,7,7,1,3,"Attchd",1,2,3,3,2,234,72,192,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.2690474446916,3.5,0,-1989
"848","1 story 1946+","RL",36,15523,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,3,3,"CBlock",3,3,3,4,460,1,0,404,"GasA",5,1,"SBrkr",864,0,0,864,1,0,1,0,3,1,3,5,7,1,2,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",11.8018567568224,2,0,-1968
"849","1,5 story fin","RL",75,45600,1,"None",1,"Bnk","Inside",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",6,8,1908,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,907,"GasA",3,1,"SBrkr",1307,1051,0,2358,0,0,3,0,5,1,3,10,7,1,4,"Detchd",1,2,2,3,2,486,40,0,0,175,0,0,"None","None",0,"9","2008","WD","Normal",12.3883942023241,3,1,-1994
"850","split/multi level","RL",80,9600,1,"None",3,"Lvl","FR2",2,"Veenker","Feedr","Norm","1Fam","SLvl",6,7,1976,1994,"Hip","CompShg","Plywood","Plywood","BrkFace",360,4,4,"CBlock",3,3,1,1,0,1,0,528,"GasA",5,1,"SBrkr",1094,761,0,1855,0,0,2,1,3,1,3,7,7,1,3,"Attchd",2,2,3,3,2,113,100,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",12.1388638958367,2.5,1,-1992
"852","1 story PUD 1946+","RL",41,3196,1,"None",3,"Lvl","Inside",2,"Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,4,3,"PConc",4,3,4,1,0,1,0,1273,"GasA",5,1,"SBrkr",1456,0,0,1456,0,0,2,0,2,1,4,7,7,1,3,"Attchd",3,2,3,3,2,143,20,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",12.2783933071098,2,0,-2002
"853","2,5 story all ages","RL",53,7128,1,"None",3,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","2.5Unf",7,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,3,364,1,0,554,"GasA",4,1,"SBrkr",918,728,0,1646,0,0,2,0,4,1,3,7,7,2,4,"Detchd",1,1,3,3,2,0,0,0,0,126,0,0,"MnPrv","None",0,"8","2007","WD","Normal",12.0076217068063,2,1,-1948
"855","1 story 1946+","RL",102,17920,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,4,1955,1974,"Hip","CompShg","Wd Sdng","Plywood","None",0,3,3,"CBlock",3,3,2,5,306,3,1085,372,"GasA",3,1,"SBrkr",1779,0,0,1779,1,0,1,1,3,1,3,6,7,1,4,"Attchd",1,2,3,3,2,0,418,0,0,312,0,0,"None","None",0,"7","2006","WD","Abnorml",12.0435537160324,2.5,1,-1973
"856","1 story 1946+","RL",66,6897,1,"None",2,"Lvl","Corner",2,"Sawyer","Norm","Norm","1Fam","1Story",5,8,1962,2010,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"CBlock",3,3,1,5,659,1,0,381,"GasA",5,1,"SBrkr",1040,0,0,1040,1,0,1,1,3,1,3,6,7,0,0,"Detchd",1,1,3,3,2,0,104,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",11.7519423654407,2.5,1,-2005
"857","split/multi level","RL",75,10970,1,"None",2,"Low","Inside",1,"CollgCr","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg","Plywood","HdBoard","None",0,3,3,"CBlock",4,4,4,6,505,2,435,0,"GasA",3,1,"SBrkr",1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1,2,3,2,2,0,0,34,0,0,0,0,"MnPrv","None",0,"10","2008","WD","Normal",11.8981878657609,2,0,-1975
"858","2 story 1946+","RL",65,8125,1,"None",3,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"PConc",4,3,1,1,0,1,0,702,"GasA",4,1,"SBrkr",702,779,0,1481,0,0,2,1,3,1,3,6,7,1,3,"Attchd",3,2,3,3,2,0,36,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.0668105781967,2.5,1,-1991
"860","2 story 1946+","RL",75,11029,1,"None",2,"Lvl","Corner",2,"NWAmes","PosA","Norm","1Fam","2Story",6,7,1968,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",220,3,3,"CBlock",3,3,2,4,619,1,0,435,"GasA",3,1,"SBrkr",1512,1142,0,2654,1,0,2,1,4,1,4,9,7,1,4,"Attchd",1,2,3,3,2,0,65,0,0,222,0,0,"None","None",0,"8","2006","WD","Normal",12.4292161968444,3.5,1,-1983
"861","1,5 story fin","RL",55,7642,1,"None",3,"Lvl","Corner",2,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,8,1918,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"BrkTil",3,3,1,1,0,1,0,912,"GasA",4,1,"SBrkr",912,514,0,1426,0,0,1,1,3,1,4,7,7,1,4,"Detchd",1,1,3,3,2,0,240,0,0,0,0,0,"GdPrv","None",0,"6","2007","WD","Normal",12.1545161586158,1.5,1,-1996
"862","2 family conversion","RL",75,11625,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard","None",0,3,3,"PConc",3,3,2,4,841,1,0,198,"GasA",5,1,"SBrkr",1039,0,0,1039,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",11.7867621306,2.5,0,-1960
"863","1 story 1946+","RL",81,9672,1,"None",3,"Lvl","Corner",2,"SawyerW","Norm","Norm","1Fam","1Story",6,5,1984,1985,"Hip","CompShg","HdBoard","Plywood","None",0,3,3,"PConc",4,3,1,6,338,1,0,702,"GasA",3,1,"SBrkr",1097,0,0,1097,0,0,2,0,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,"5","2010","WD","Normal",11.9316357998284,2,1,-1980
"864","1 story 1946+","RL",70,7931,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","BrkFace","Plywood","None",0,3,3,"CBlock",3,3,1,4,1148,1,0,0,"GasA",3,1,"SBrkr",1148,0,0,1148,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdPrv","None",0,"7","2009","WD","Normal",11.7943379244084,2,0,-1955
"865","1 story 1946+","FV",72,8640,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,1,1,0,1,0,1372,"GasA",5,1,"SBrkr",1372,0,0,1372,0,0,2,0,3,1,4,6,7,0,0,"Attchd",3,2,3,3,2,0,140,0,0,0,0,0,"None","None",0,"5","2008","New","Partial",12.4315335097995,2,1,-2005
"866","1 story 1946+","RL",66,8750,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1970,1970,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,3,3,"CBlock",3,3,1,4,828,1,0,174,"GasA",3,1,"SBrkr",1002,0,0,1002,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"8","2009","WD","Normal",11.9083402372249,2,0,-1966
"867","1 story 1946+","RL",67,10656,1,"None",2,"HLS","Inside",2,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",274,4,3,"PConc",4,3,3,1,0,1,0,1638,"GasA",5,1,"SBrkr",1646,0,0,1646,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2,3,3,3,2,192,80,0,0,0,0,0,"None","None",0,"11","2007","New","Partial",12.4248064883557,2,1,-2005
"868","1 story 1946+","RL",85,6970,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Norm","1Fam","1Story",4,5,1961,1961,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,5,932,1,0,108,"GasA",3,1,"SBrkr",1120,0,0,1120,1,0,1,1,3,1,2,5,7,0,0,"Attchd",2,2,3,3,2,168,0,0,0,0,0,0,"None","Shed",400,"5","2007","WD","Normal",11.7675676833438,2.5,0,-1959
"869","2 story 1946+","RL",98,14762,1,"None",1,"Lvl","Corner",2,"Gilbert","Feedr","Norm","1Fam","2Story",5,6,1948,1950,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",1547,720,53,2320,0,0,2,0,2,1,3,7,7,1,3,"Attchd",1,2,3,3,1,120,144,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",12.0376539939052,2,1,-1949
"871","1 story 1946+","RL",60,6600,1,"None",3,"Lvl","Inside",2,"NAmes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,1,0,1,0,894,"GasA",4,0,"SBrkr",894,0,0,894,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2009","WD","Normal",11.6036798282387,1,0,-1958
"872","2 story 1946+","RL",70,8750,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",116,3,3,"PConc",4,3,1,6,505,1,0,299,"GasA",5,1,"SBrkr",804,878,0,1682,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,0,77,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",12.2085695257288,2.5,0,-1993
"874","1 story unf attic","RL",60,12144,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1949,1950,"Gable","CompShg","HdBoard","HdBoard","None",0,4,3,"CBlock",3,3,1,3,375,1,0,457,"GasA",4,1,"SBrkr",1036,0,232,1268,0,0,1,0,3,1,3,6,7,1,4,"Attchd",1,1,3,3,2,0,28,0,0,0,0,0,"None","Othr",0,"9","2009","WD","Normal",11.7981044072039,1,1,-1946
"876","2 story 1946+","FV",75,9000,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","None",0,4,3,"PConc",4,3,3,6,64,1,0,1120,"GasA",5,1,"SBrkr",1184,1426,0,2610,0,0,2,1,4,1,5,11,7,1,4,"BuiltIn",3,2,3,3,2,208,364,0,0,0,0,0,"None","None",0,"8","2007","New","Partial",12.623061104073,2.5,0,-2005
"877","1 story 1946+","RL",94,25286,1,"None",3,"HLS","Inside",1,"Mitchel","Norm","Norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",0,3,3,"PConc",3,3,4,5,633,1,0,431,"GasA",4,1,"SBrkr",1040,0,0,1040,1,0,1,0,3,1,3,5,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"1","2007","WD","Normal",11.7924493497205,2,0,-1961
"878","2 story 1946+","RL",74,8834,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",216,4,3,"PConc",5,3,1,6,1170,1,0,292,"GasA",5,1,"SBrkr",1462,762,0,2224,1,0,2,1,4,1,5,10,7,1,4,"Attchd",3,3,3,3,2,184,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.7656884334656,3.5,1,-2001
"880","1 story 1946+","RL",66,7000,1,"None",2,"Lvl","CulDSac",2,"CollgCr","Norm","Norm","1Fam","1Story",5,8,1978,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",90,4,4,"CBlock",3,3,1,5,646,1,0,218,"GasA",5,1,"SBrkr",864,0,0,864,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"7","2009","WD","Normal",11.8240798936072,2,1,-2001
"881","1 story 1946+","RL",60,7024,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",5,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",5,4,1,5,980,1,0,110,"GasA",4,1,"SBrkr",1090,0,0,1090,1,0,1,1,2,1,3,5,7,0,0,"Attchd",3,2,3,3,2,0,49,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",11.9640010843304,2.5,1,-2004
"882","1,5 story fin","RL",44,13758,1,"None",2,"Lvl","CulDSac",2,"Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,4,4,"CBlock",4,3,2,2,902,1,0,254,"GasA",5,1,"SBrkr",1187,530,0,1717,0,0,2,1,3,1,4,7,7,1,3,"Attchd",2,2,3,3,2,168,36,0,0,0,0,0,"None","None",0,"4","2007","WD","Normal",12.1415341243926,2.5,1,-1989
"883","2 story 1946+","RL",75,9636,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,808,"GasA",4,1,"SBrkr",808,785,0,1593,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",2,2,3,3,2,342,40,0,0,0,0,0,"MnPrv","None",0,"12","2009","WD","Normal",12.0895388292742,2.5,1,-1989
"884","2,5 story all ages","RL",60,6204,1,"None",3,"Bnk","Inside",2,"SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,4,3,"PConc",3,2,1,1,0,1,0,795,"GasA",3,0,"SBrkr",954,795,481,2230,1,0,1,0,5,1,3,10,7,0,0,"Detchd",1,1,3,4,2,0,188,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",11.6826682395573,2,1,-1949
